"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ERS","Empire Resources, Inc.","6.84","57477546","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"EXK","Endeavour Silver Corporation","4.02","510862661.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"UUUU","Energy Fuels Inc","1.95","168946668.15","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uuuu",
"NPO","EnPro Industries","67.39","1439525742.02","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"EGI","Entree Gold Inc","0.3116","47688949.1328","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"EVA","Enviva Partners, LP","27.7","694051698.6","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"EVGN","Evogene Ltd.","5.1006","129860301.7854","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"XRA","Exeter Resource Corporation","0.795","70484901.135","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"FMSA","Fairmount Santrol Holdings Inc.","11.81","2632341151.08","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FHCO","Female Health Company (The)","1.01","27178136.46","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FOE","Ferro Corporation","14.74","1229103007","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FBR","Fibria Celulose S.A.","9.81","5434098877.26","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"AG","First Majestic Silver Corp.","8.79","1445419398.93","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FSI","Flexible Solutions International Inc.","1.33","15231148.03","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FTK","Flotek Industries, Inc.","9.5","538687648.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ftk",
"FLR","Fluor Corporation","53.22","7410895856.88","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/flr",
"FMC","FMC Corporation","58.32","7805478524.4","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fmc",
"FSM","Fortuna Silver Mines Inc.","6.3","925962489.9","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fsm",
"FBHS","Fortune Brands Home & Security, Inc.","54.78","8452933734.96","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/fbhs",
"FNV","Franco-Nevada Corporation","61.28","10923744795.04","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fnv",
"FCX","Freeport-McMoran, Inc.","14.9","21456000000","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/fcx",
"FF","FutureFuel Corp.","13.76","601606133.76","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ff",
"GFA","Gafisa SA","1.31","238358186.34","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/gfa",
"GCP","GCP Applied Technologies Inc.","26.75","1900421302.25","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gcp",
"BGC","General Cable Corporation","19.4","956356775.4","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/bgc",
"GMO","General Moly, Inc","0.3","27282974.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GEVO","Gevo, Inc.","4.05","27630541.8","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"GLT","Glatfelter","24.33","1059562716.87","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/glt",
"GFI","Gold Fields Limited","3.24","2658578108.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gfi",
"GORO","Gold Resource Corporation","5.03","284531376.22","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","2.25","498412653.75","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/gsv",
"GG","Goldcorp Inc.","14.62","12480925577.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gg",
"AUMN","Golden Minerals Company","0.6198","55112641.4118","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","0.7676","253198132.6444","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","5.75","146345285.5","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/gv",
"GRAM","Grana y Montero S.A.A.","6.18","815826484.44","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","54.66","2164734525.12","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gva",
"GLDD","Great Lakes Dredge & Dock Corporation","4.45","271186689.05","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/gldd",
"GPL","Great Panther Silver Limited","1.77","294652225.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gpl",
"GPP","Green Plains Partners LP","20.45","650316135","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpp",
"GPRE","Green Plains, Inc.","26.5","1016764667","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gpre",
"SIM","Grupo Simec, S.A. de C.V.","13.88","2302734625.48","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sim",
"GURE","Gulf Resources, Inc.","2.0628","96516631.8036","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gure",
"FUL","H. B. Fuller Company","49.78","2506073245.72","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/ful",
"HMY","Harmony Gold Mining Company Limited","2.38","1041200089.02","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hmy",
"HL","Hecla Mining Company","5.67","2241276581.25","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","55.4","0","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HCCI","Heritage-Crystal Clean, Inc.","15.1","338398097","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"HXL","Hexcel Corporation","51.09","4688067037.68","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HCLP","Hi-Crush Partners LP","19.5","1241530758","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"CETC","Hongli Clean Energy Technologies Corp.","2.7","646925.4","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"HBM","Hudbay Minerals Inc.","6.5","1535505972","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HUN","Huntsman Corporation","19.21","4574991724.59","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"HYGS","Hydrogenics Corporation","4.85","60843056","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IAG","Iamgold Corporation","4.44","2014580562.84","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"NGVT","Ingevity Corporation","54.85","2310052946.4","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"IOSP","Innospec Inc.","68.45","1641616157.25","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"IBP","Installed Building Products, Inc.","42","1322392050","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"IFF","Internationa Flavors & Fragrances, Inc.","116.02","9214749972.12","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IP","International Paper Company","53.72","22090384492.64","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"THM","International Tower Hill Mines Ltd","0.6271","101707450.1412","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm",
"IPI","Intrepid Potash, Inc","2.11","161616734.99","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"ICL","Israel Chemicals Shs","4.42","5641641576.74","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"JEC","Jacobs Engineering Group Inc.","57.98","7005729140.02","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"KS","KapStone Paper and Packaging Corporation","22.61","2184744180.01","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks",
"KBR","KBR, Inc.","17.1","2439625553.1","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr",
"KGC","Kinross Gold Corporation","3.35","4170895627.85","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kgc",
"KLDX","Klondex Mines Ltd.","4.78","713776071.64","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kldx",
"KMG","KMG Chemicals, Inc.","39.85","472455901.45","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kmg",
"KOP","Koppers Holdings Inc.","40.25","831681845.75","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/kop",
"KRA","Kraton Corporation","28.26","873695937.96","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kra",
"KRO","Kronos Worldwide Inc","13.25","1535596798.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kro",
"FSTR","L.B. Foster Company","14.25","148106648.25","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LNDC","Landec Corporation","13.5","367757185.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LAYN","Layne Christensen Company","10.89","215671288.14","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LEN","Lennar Corporation","43.69","9952538310","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","0","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b",
"LMB","Limbach Holdings, Inc.","13.6998","102125035.8018","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lmb",
"LPX","Louisiana-Pacific Corporation","19.57","2783352584.89","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LXU","Lsb Industries Inc.","8.78","245063321.2","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LXFR","Luxfer Holdings PLC","11.12","291344000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LYB","LyondellBasell Industries NV","88.17","35931375473.91","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MAG","MAG Silver Corporation","11.93","962375348.16","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mag",
"MBII","Marrone Bio Innovations, Inc.","2.39","58933341.78","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MLM","Martin Marietta Materials, Inc.","219.84","13952402812.8","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","32.53","10679831947.33","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","64.45","1932970929.95","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","35.95","2961868767.95","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MTRX","Matrix Service Company","22.55","598326636.6","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MUX","McEwen Mining Inc.","3.51","1051356709.26","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MDU","MDU Resources Group, Inc.","29.33","5728277348.08","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","5.93","1234242755.96","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MERC","Mercer International Inc.","10.8","698696690.4","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MSB","Mesabi Trust","11.3","148256113","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MBLX","Metabolix, Inc.","0.3701","10489605.5125","n/a","n/a","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/mblx",
"MEOH","Methanex Corporation","47.15","4235123236.7","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MGH","Minco Gold Corporation","0.2102","10670777.9862","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgh",
"MTX","Minerals Technologies Inc.","77.05","2691712933.3","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MON","Monsanto Company","108.13","47413317739.48","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MOS","Mosaic Company (The)","30.8","10787347309.2","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MYRG","MYR Group, Inc.","37.86","608208860.52","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/myrg",
"NP","Neenah Paper, Inc.","85.55","1432876950","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np",
"NSU","Nevsun Resources Ltd","3.23","972589789.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nsu",
"NGD","New Gold Inc.","3.81","1955915220.75","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd",
"NEU","NewMarket Corporation","429.48","5088759919.92","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/neu",
"NEM","Newmont Mining Corporation","35.42","18799167621.08","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem",
"NXEO","Nexeo Solutions, Inc.","9.43","841975806.48","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nxeo",
"NXEOU","Nexeo Solutions, Inc.","10.25","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nxeou",
"NXEOW","Nexeo Solutions, Inc.","0.71","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nxeow",
"NL","NL Industries, Inc.","8","389647072","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nl",
"OSB","Norbord Inc.","25.68","2199131093.28","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/osb",
"NAK","Northern Dynasty Minerals, Ltd.","1.92","514155515.52","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak",
"NWPX","Northwest Pipe Company","17.13","164465318.43","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nwpx",
"NG","Novagold Resources Inc.","4.8","1536075883.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng",
"NUE","Nucor Corporation","60.29","19201470175.82","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nue",
"OCIP","OCI Partners LP","9.05","787328189.5","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip",
"OLN","Olin Corporation","26.39","4361538847.12","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln",
"ZEUS","Olympic Steel, Inc.","24.01","263232386.48","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/zeus",
"OMN","OMNOVA Solutions Inc.","9.75","439983989.25","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn",
"OCC","Optical Cable Corporation","3","21243102","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/occ",
"TIS","Orchids Paper Products Company","26.56","273485424.96","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis",
"OEC","Orion Engineered Carbons S.A","19.45","1153711740.55","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec",
"ORN","Orion Group Holdings, Inc.","9.51","263242914.93","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn",
"OR","Osisko Gold Royalties Ltd","10.45","1114250070.45","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/or",
"OSN","Ossen Innovation Co., Ltd.","2.23","4451291.85","1996095","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"PEIX","Pacific Ethanol, Inc.","9.1","392885365.6","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/peix",
"PAAS","Pan American Silver Corp.","16.86","2566775689.86","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/paas",
"PZG","Paramount Gold Nevada Corp.","1.82","28555716.28","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PATK","Patrick Industries, Inc.","80.25","1230552938.25","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/patk",
"PESI","Perma-Fix Environmental Services, Inc.","3.75","43760186.25","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/pesi",
"PGLC","Pershing Gold Corporation","3.35","95181717.55","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pglc",
"PAH","Platform Specialty Products Corporation","10.21","2843183672.27","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pah",
"PLG","Platinum Group Metals Ltd.","1.73","195150260.87","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg",
"PGEM","Ply Gem Holdings, Inc.","16.2","1105029232.2","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/pgem",
"PLM","Polymet Mining Corp.","0.7902","251228779.0848","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"POL","PolyOne Corporation","32.85","2752171521.75","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pol",
"PKX","POSCO","51.87","18089524525.8","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/pkx",
"POT","Potash Corporation of Saskatchewan Inc.","18.46","15501890757.34","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/pot",
"PPG","PPG Industries, Inc.","95.59","25235305373.96","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/ppg",
"PX","Praxair, Inc.","116.2","33162200754.2","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/px",
"PLPC","Preformed Line Products Company","55.3","283157788.2","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/plpc",
"PVG","Pretium Resources, Inc.","9.35","1681730288.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pvg",
"PPP","Primero Mining Corp","0.805","151630715.285","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ppp",
"PRIM","Primoris Services Corporation","22.91","1186376984.22","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/prim",
